,date,cell_num,nr_people,hours,minutes
1475969,2017-06-24,493-1264,19.0,13.0,30.0
1476190,2017-06-24,493-1264,19.0,13.0,45.0
1476411,2017-06-24,493-1264,19.0,14.0,0.0
1476632,2017-06-24,493-1264,20.0,14.0,15.0
1476853,2017-06-24,493-1264,22.0,14.0,30.0
1477074,2017-06-24,493-1264,21.0,14.0,45.0
1477295,2017-06-24,493-1264,19.0,15.0,0.0
1477516,2017-06-24,493-1264,18.0,15.0,15.0
1477737,2017-06-24,493-1264,21.0,15.0,30.0
1477958,2017-06-24,493-1264,20.0,15.0,45.0
1478179,2017-06-24,493-1264,21.0,16.0,0.0
1478400,2017-06-24,493-1264,21.0,16.0,15.0
1478621,2017-06-24,493-1264,21.0,16.0,30.0
1478842,2017-06-24,493-1264,21.0,16.0,45.0
1479063,2017-06-24,493-1264,21.0,17.0,0.0
1479284,2017-06-24,493-1264,21.0,17.0,15.0
1479505,2017-06-24,493-1264,20.0,17.0,30.0
1479726,2017-06-24,493-1264,20.0,17.0,45.0
1479947,2017-06-24,493-1264,21.0,18.0,0.0
1480168,2017-06-24,493-1264,21.0,18.0,15.0
1480389,2017-06-24,493-1264,21.0,18.0,30.0
1480610,2017-06-24,493-1264,21.0,18.0,45.0
1480831,2017-06-24,493-1264,21.0,19.0,0.0
1481052,2017-06-24,493-1264,21.0,19.0,15.0
1481273,2017-06-24,493-1264,22.0,19.0,30.0
1481494,2017-06-24,493-1264,21.0,19.0,45.0
1481715,2017-06-24,493-1264,21.0,20.0,0.0
1481936,2017-06-24,493-1264,20.0,20.0,15.0
1482157,2017-06-24,493-1264,20.0,20.0,30.0
1482378,2017-06-24,493-1264,20.0,20.0,45.0
1482599,2017-06-24,493-1264,18.0,21.0,0.0
1482820,2017-06-24,493-1264,18.0,21.0,15.0
1483041,2017-06-24,493-1264,18.0,21.0,30.0
1483262,2017-06-24,493-1264,18.0,21.0,45.0
1483483,2017-06-24,493-1264,18.0,22.0,0.0
1483704,2017-06-24,493-1264,18.0,22.0,15.0
1483925,2017-06-24,493-1264,18.0,22.0,30.0
1484146,2017-06-24,493-1264,18.0,22.0,45.0
1484367,2017-06-24,493-1264,18.0,23.0,0.0
1484588,2017-06-24,493-1264,18.0,23.0,15.0
1484809,2017-06-24,493-1264,18.0,23.0,30.0
1485030,2017-06-24,493-1264,18.0,23.0,45.0
1485251,2017-06-25,493-1264,17.0,0.0,0.0
1485472,2017-06-25,493-1264,17.0,0.0,15.0
1485693,2017-06-25,493-1264,18.0,0.0,30.0
1485914,2017-06-25,493-1264,18.0,0.0,45.0
1486135,2017-06-25,493-1264,18.0,1.0,0.0
1486356,2017-06-25,493-1264,18.0,1.0,15.0
1486577,2017-06-25,493-1264,17.0,1.0,30.0
1486798,2017-06-25,493-1264,16.0,1.0,45.0
1487019,2017-06-25,493-1264,16.0,2.0,0.0
1487240,2017-06-25,493-1264,16.0,2.0,15.0
1487461,2017-06-25,493-1264,16.0,2.0,30.0
1487682,2017-06-25,493-1264,17.0,2.0,45.0
1487903,2017-06-25,493-1264,17.0,3.0,0.0
1488124,2017-06-25,493-1264,17.0,3.0,15.0
1488345,2017-06-25,493-1264,17.0,3.0,30.0
1488566,2017-06-25,493-1264,17.0,3.0,45.0
1488787,2017-06-25,493-1264,17.0,4.0,0.0
1489008,2017-06-25,493-1264,17.0,4.0,15.0
1489229,2017-06-25,493-1264,17.0,4.0,30.0
1489450,2017-06-25,493-1264,17.0,4.0,45.0
1489671,2017-06-25,493-1264,17.0,5.0,0.0
1489892,2017-06-25,493-1264,18.0,5.0,15.0
1490113,2017-06-25,493-1264,18.0,5.0,30.0
1490334,2017-06-25,493-1264,18.0,5.0,45.0
1490555,2017-06-25,493-1264,18.0,6.0,0.0
1490776,2017-06-25,493-1264,17.0,6.0,15.0
1490997,2017-06-25,493-1264,17.0,6.0,30.0
1491218,2017-06-25,493-1264,17.0,6.0,45.0
1491439,2017-06-25,493-1264,17.0,7.0,0.0
1491660,2017-06-25,493-1264,18.0,7.0,15.0
1491881,2017-06-25,493-1264,17.0,7.0,30.0
1492102,2017-06-25,493-1264,17.0,7.0,45.0
1492323,2017-06-25,493-1264,17.0,8.0,0.0
1492544,2017-06-25,493-1264,19.0,8.0,15.0
1492765,2017-06-25,493-1264,19.0,8.0,30.0
1492986,2017-06-25,493-1264,20.0,8.0,45.0
1493207,2017-06-25,493-1264,18.0,9.0,0.0
1493428,2017-06-25,493-1264,18.0,9.0,15.0
1493649,2017-06-25,493-1264,19.0,9.0,30.0
1493870,2017-06-25,493-1264,19.0,9.0,45.0
1494091,2017-06-25,493-1264,19.0,10.0,0.0
1494312,2017-06-25,493-1264,18.0,10.0,15.0
1494533,2017-06-25,493-1264,18.0,10.0,30.0
1494754,2017-06-25,493-1264,18.0,10.0,45.0
1494975,2017-06-25,493-1264,18.0,11.0,0.0
1495196,2017-06-25,493-1264,16.0,11.0,15.0
1495417,2017-06-25,493-1264,16.0,11.0,30.0
1495638,2017-06-25,493-1264,17.0,11.0,45.0
1495859,2017-06-25,493-1264,18.0,12.0,0.0
1496080,2017-06-25,493-1264,19.0,12.0,15.0
1496301,2017-06-25,493-1264,19.0,12.0,30.0
1496522,2017-06-25,493-1264,19.0,12.0,45.0
1496743,2017-06-25,493-1264,19.0,13.0,0.0
1496964,2017-06-25,493-1264,19.0,13.0,15.0
1497185,2017-06-25,493-1264,19.0,13.0,30.0
1497406,2017-06-25,493-1264,20.0,13.0,45.0
1497627,2017-06-25,493-1264,20.0,14.0,0.0
1497848,2017-06-25,493-1264,21.0,14.0,15.0
1498069,2017-06-25,493-1264,21.0,14.0,30.0
1498290,2017-06-25,493-1264,22.0,14.0,45.0
1498511,2017-06-25,493-1264,23.0,15.0,0.0
1498732,2017-06-25,493-1264,23.0,15.0,15.0
1498953,2017-06-25,493-1264,23.0,15.0,30.0
1499174,2017-06-25,493-1264,23.0,15.0,45.0
1499395,2017-06-25,493-1264,23.0,16.0,0.0
1499616,2017-06-25,493-1264,24.0,16.0,15.0
1499837,2017-06-25,493-1264,24.0,16.0,30.0
1500058,2017-06-25,493-1264,24.0,16.0,45.0
1500279,2017-06-25,493-1264,24.0,17.0,0.0
1500500,2017-06-25,493-1264,24.0,17.0,15.0
1500721,2017-06-25,493-1264,24.0,17.0,30.0
1500942,2017-06-25,493-1264,24.0,17.0,45.0
1501163,2017-06-25,493-1264,24.0,18.0,0.0
1501384,2017-06-25,493-1264,23.0,18.0,15.0
1501605,2017-06-25,493-1264,23.0,18.0,30.0
1501826,2017-06-25,493-1264,24.0,18.0,45.0
1502047,2017-06-25,493-1264,23.0,19.0,0.0
1502268,2017-06-25,493-1264,23.0,19.0,15.0
1502489,2017-06-25,493-1264,23.0,19.0,30.0
1502710,2017-06-25,493-1264,23.0,19.0,45.0
1502931,2017-06-25,493-1264,23.0,20.0,0.0
1503152,2017-06-25,493-1264,23.0,20.0,15.0
1503373,2017-06-25,493-1264,23.0,20.0,30.0
1503594,2017-06-25,493-1264,23.0,20.0,45.0
1503815,2017-06-25,493-1264,23.0,21.0,0.0
1504036,2017-06-25,493-1264,23.0,21.0,15.0
1504257,2017-06-25,493-1264,21.0,21.0,30.0
1504478,2017-06-25,493-1264,21.0,21.0,45.0
1504699,2017-06-25,493-1264,22.0,22.0,0.0
1504920,2017-06-25,493-1264,22.0,22.0,15.0
1505141,2017-06-25,493-1264,21.0,22.0,30.0
1505362,2017-06-25,493-1264,22.0,22.0,45.0
1505583,2017-06-25,493-1264,22.0,23.0,0.0
1505804,2017-06-25,493-1264,22.0,23.0,15.0
1506025,2017-06-25,493-1264,22.0,23.0,30.0
1506246,2017-06-25,493-1264,22.0,23.0,45.0
1506467,2017-06-26,493-1264,22.0,0.0,0.0
1506688,2017-06-26,493-1264,22.0,0.0,15.0
1506909,2017-06-26,493-1264,21.0,0.0,30.0
1507130,2017-06-26,493-1264,21.0,0.0,45.0
1507351,2017-06-26,493-1264,21.0,1.0,0.0
1507572,2017-06-26,493-1264,19.0,1.0,15.0
1507793,2017-06-26,493-1264,19.0,1.0,30.0
1508014,2017-06-26,493-1264,19.0,1.0,45.0
1508235,2017-06-26,493-1264,18.0,2.0,0.0
1508456,2017-06-26,493-1264,18.0,2.0,15.0
1508677,2017-06-26,493-1264,18.0,2.0,30.0
1508898,2017-06-26,493-1264,18.0,2.0,45.0
1509119,2017-06-26,493-1264,18.0,3.0,0.0
1509340,2017-06-26,493-1264,18.0,3.0,15.0
1509561,2017-06-26,493-1264,18.0,3.0,30.0
1509782,2017-06-26,493-1264,17.0,3.0,45.0
1510003,2017-06-26,493-1264,17.0,4.0,0.0
1510224,2017-06-26,493-1264,17.0,4.0,15.0
1510445,2017-06-26,493-1264,17.0,4.0,30.0
1510666,2017-06-26,493-1264,17.0,4.0,45.0
1510887,2017-06-26,493-1264,17.0,5.0,0.0
1511108,2017-06-26,493-1264,17.0,5.0,15.0
1511329,2017-06-26,493-1264,18.0,5.0,30.0
1511550,2017-06-26,493-1264,18.0,5.0,45.0
1511771,2017-06-26,493-1264,18.0,6.0,0.0
1511992,2017-06-26,493-1264,18.0,6.0,15.0
1512213,2017-06-26,493-1264,18.0,6.0,30.0
1512434,2017-06-26,493-1264,18.0,6.0,45.0
1512655,2017-06-26,493-1264,18.0,7.0,0.0
1512876,2017-06-26,493-1264,19.0,7.0,15.0
1513097,2017-06-26,493-1264,20.0,7.0,30.0
1513318,2017-06-26,493-1264,20.0,7.0,45.0
1513539,2017-06-26,493-1264,20.0,8.0,0.0
1513760,2017-06-26,493-1264,21.0,8.0,15.0
1513981,2017-06-26,493-1264,22.0,8.0,30.0
1514202,2017-06-26,493-1264,24.0,8.0,45.0
1514423,2017-06-26,493-1264,23.0,9.0,0.0
1514644,2017-06-26,493-1264,23.0,9.0,15.0
1514865,2017-06-26,493-1264,23.0,9.0,30.0
1515086,2017-06-26,493-1264,24.0,9.0,45.0
1515307,2017-06-26,493-1264,24.0,10.0,0.0
1515528,2017-06-26,493-1264,24.0,10.0,15.0
1515749,2017-06-26,493-1264,24.0,10.0,30.0
1515970,2017-06-26,493-1264,24.0,10.0,45.0
1516191,2017-06-26,493-1264,24.0,11.0,0.0
1516412,2017-06-26,493-1264,24.0,11.0,15.0
1516633,2017-06-26,493-1264,24.0,11.0,30.0
1516854,2017-06-26,493-1264,25.0,11.0,45.0
1517075,2017-06-26,493-1264,25.0,12.0,0.0
1517296,2017-06-26,493-1264,26.0,12.0,15.0
1517517,2017-06-26,493-1264,26.0,12.0,30.0
1517738,2017-06-26,493-1264,25.0,12.0,45.0
1517959,2017-06-26,493-1264,25.0,13.0,0.0
1518180,2017-06-26,493-1264,25.0,13.0,15.0
1518401,2017-06-26,493-1264,25.0,13.0,30.0
1518622,2017-06-26,493-1264,25.0,13.0,45.0
1518843,2017-06-26,493-1264,24.0,14.0,0.0
1519064,2017-06-26,493-1264,24.0,14.0,15.0
1519285,2017-06-26,493-1264,24.0,14.0,30.0
1519506,2017-06-26,493-1264,24.0,14.0,45.0
1519727,2017-06-26,493-1264,24.0,15.0,0.0
1519948,2017-06-26,493-1264,24.0,15.0,15.0
1520169,2017-06-26,493-1264,24.0,15.0,30.0
1520390,2017-06-26,493-1264,24.0,15.0,45.0
1520611,2017-06-26,493-1264,24.0,16.0,0.0
1520832,2017-06-26,493-1264,24.0,16.0,15.0
1521053,2017-06-26,493-1264,26.0,16.0,30.0
1521274,2017-06-26,493-1264,25.0,16.0,45.0
1521495,2017-06-26,493-1264,26.0,17.0,0.0
1521716,2017-06-26,493-1264,26.0,17.0,15.0
1521937,2017-06-26,493-1264,26.0,17.0,30.0
1522158,2017-06-26,493-1264,26.0,17.0,45.0
1522379,2017-06-26,493-1264,26.0,18.0,0.0
1522600,2017-06-26,493-1264,26.0,18.0,15.0
1522821,2017-06-26,493-1264,26.0,18.0,30.0
1523042,2017-06-26,493-1264,24.0,18.0,45.0
1523263,2017-06-26,493-1264,24.0,19.0,0.0
1523484,2017-06-26,493-1264,25.0,19.0,15.0
1523705,2017-06-26,493-1264,24.0,19.0,30.0
1523926,2017-06-26,493-1264,24.0,19.0,45.0
1524147,2017-06-26,493-1264,24.0,20.0,0.0
1524368,2017-06-26,493-1264,23.0,20.0,15.0
1524589,2017-06-26,493-1264,23.0,20.0,30.0
1524810,2017-06-26,493-1264,23.0,20.0,45.0
1525031,2017-06-26,493-1264,23.0,21.0,0.0
1525252,2017-06-26,493-1264,23.0,21.0,15.0
1525473,2017-06-26,493-1264,23.0,21.0,30.0
1525694,2017-06-26,493-1264,22.0,21.0,45.0
1525915,2017-06-26,493-1264,22.0,22.0,0.0
1526136,2017-06-26,493-1264,22.0,22.0,15.0
1526357,2017-06-26,493-1264,22.0,22.0,30.0
1526578,2017-06-26,493-1264,21.0,22.0,45.0
1526799,2017-06-26,493-1264,21.0,23.0,0.0
1527020,2017-06-26,493-1264,21.0,23.0,15.0
1527241,2017-06-26,493-1264,21.0,23.0,30.0
1527462,2017-06-26,493-1264,21.0,23.0,45.0
1527683,2017-06-27,493-1264,21.0,0.0,0.0
1527904,2017-06-27,493-1264,20.0,0.0,15.0
1528125,2017-06-27,493-1264,20.0,0.0,30.0
1528346,2017-06-27,493-1264,19.0,0.0,45.0
1528567,2017-06-27,493-1264,18.0,1.0,0.0
1528788,2017-06-27,493-1264,18.0,1.0,15.0
1529009,2017-06-27,493-1264,18.0,1.0,30.0
1529230,2017-06-27,493-1264,18.0,1.0,45.0
1529451,2017-06-27,493-1264,18.0,2.0,0.0
1529672,2017-06-27,493-1264,18.0,2.0,15.0
1529893,2017-06-27,493-1264,18.0,2.0,30.0
1530114,2017-06-27,493-1264,17.0,2.0,45.0
1530335,2017-06-27,493-1264,17.0,3.0,0.0
1530556,2017-06-27,493-1264,17.0,3.0,15.0
1530777,2017-06-27,493-1264,17.0,3.0,30.0
1530998,2017-06-27,493-1264,17.0,3.0,45.0
1531219,2017-06-27,493-1264,17.0,4.0,0.0
1531440,2017-06-27,493-1264,17.0,4.0,15.0
1531661,2017-06-27,493-1264,17.0,4.0,30.0
1531882,2017-06-27,493-1264,17.0,4.0,45.0
1532103,2017-06-27,493-1264,17.0,5.0,0.0
1532324,2017-06-27,493-1264,17.0,5.0,15.0
1532545,2017-06-27,493-1264,17.0,5.0,30.0
1532766,2017-06-27,493-1264,18.0,5.0,45.0
1532987,2017-06-27,493-1264,18.0,6.0,0.0
1533208,2017-06-27,493-1264,18.0,6.0,15.0
1533429,2017-06-27,493-1264,18.0,6.0,30.0
1533650,2017-06-27,493-1264,18.0,6.0,45.0
1533871,2017-06-27,493-1264,19.0,7.0,0.0
1534092,2017-06-27,493-1264,19.0,7.0,15.0
1534313,2017-06-27,493-1264,20.0,7.0,30.0
1534534,2017-06-27,493-1264,20.0,7.0,45.0
1534755,2017-06-27,493-1264,20.0,8.0,0.0
1534976,2017-06-27,493-1264,22.0,8.0,15.0
1535197,2017-06-27,493-1264,24.0,8.0,30.0
1535418,2017-06-27,493-1264,24.0,8.0,45.0
1535639,2017-06-27,493-1264,23.0,9.0,0.0
1535860,2017-06-27,493-1264,22.0,9.0,15.0
1536081,2017-06-27,493-1264,22.0,9.0,30.0
1536302,2017-06-27,493-1264,22.0,9.0,45.0
1536523,2017-06-27,493-1264,24.0,10.0,0.0
1536744,2017-06-27,493-1264,23.0,10.0,15.0
1536965,2017-06-27,493-1264,23.0,10.0,30.0
1537186,2017-06-27,493-1264,23.0,10.0,45.0
1537407,2017-06-27,493-1264,24.0,11.0,0.0
1537628,2017-06-27,493-1264,23.0,11.0,15.0
1537849,2017-06-27,493-1264,24.0,11.0,30.0
1538070,2017-06-27,493-1264,24.0,11.0,45.0
1538291,2017-06-27,493-1264,24.0,12.0,0.0
1538512,2017-06-27,493-1264,23.0,12.0,15.0
1538733,2017-06-27,493-1264,23.0,12.0,30.0
1538954,2017-06-27,493-1264,24.0,12.0,45.0
1539175,2017-06-27,493-1264,24.0,13.0,0.0
1539396,2017-06-27,493-1264,25.0,13.0,15.0
1539617,2017-06-27,493-1264,25.0,13.0,30.0
1539838,2017-06-27,493-1264,25.0,13.0,45.0
1540059,2017-06-27,493-1264,24.0,14.0,0.0
1540280,2017-06-27,493-1264,25.0,14.0,15.0
1540501,2017-06-27,493-1264,24.0,14.0,30.0
1540722,2017-06-27,493-1264,24.0,14.0,45.0
1540943,2017-06-27,493-1264,25.0,15.0,0.0
1541164,2017-06-27,493-1264,24.0,15.0,15.0
1541385,2017-06-27,493-1264,25.0,15.0,30.0
1541606,2017-06-27,493-1264,26.0,15.0,45.0
1541827,2017-06-27,493-1264,25.0,16.0,0.0
1542048,2017-06-27,493-1264,24.0,16.0,15.0
1542269,2017-06-27,493-1264,25.0,16.0,30.0
1542490,2017-06-27,493-1264,25.0,16.0,45.0
1542711,2017-06-27,493-1264,25.0,17.0,0.0
1542932,2017-06-27,493-1264,26.0,17.0,15.0
1543153,2017-06-27,493-1264,26.0,17.0,30.0
1543374,2017-06-27,493-1264,27.0,17.0,45.0
1543595,2017-06-27,493-1264,26.0,18.0,0.0
1543816,2017-06-27,493-1264,26.0,18.0,15.0
1544037,2017-06-27,493-1264,26.0,18.0,30.0
1544258,2017-06-27,493-1264,25.0,18.0,45.0
1544479,2017-06-27,493-1264,25.0,19.0,0.0
1544700,2017-06-27,493-1264,25.0,19.0,15.0
1544921,2017-06-27,493-1264,25.0,19.0,30.0
1545142,2017-06-27,493-1264,23.0,19.0,45.0
1545363,2017-06-27,493-1264,23.0,20.0,0.0
1545584,2017-06-27,493-1264,23.0,20.0,15.0
1545805,2017-06-27,493-1264,22.0,20.0,30.0
1546026,2017-06-27,493-1264,22.0,20.0,45.0
1546247,2017-06-27,493-1264,22.0,21.0,0.0
1546468,2017-06-27,493-1264,22.0,21.0,15.0
1546689,2017-06-27,493-1264,21.0,21.0,30.0
1546910,2017-06-27,493-1264,21.0,21.0,45.0
1547131,2017-06-27,493-1264,20.0,22.0,0.0
1547352,2017-06-27,493-1264,20.0,22.0,15.0
1547573,2017-06-27,493-1264,20.0,22.0,30.0
1547794,2017-06-27,493-1264,20.0,22.0,45.0
1548015,2017-06-27,493-1264,20.0,23.0,0.0
1548236,2017-06-27,493-1264,20.0,23.0,15.0
1548457,2017-06-27,493-1264,21.0,23.0,30.0
1548678,2017-06-27,493-1264,20.0,23.0,45.0
1548899,2017-06-28,493-1264,20.0,0.0,0.0
1549120,2017-06-28,493-1264,20.0,0.0,15.0
1549341,2017-06-28,493-1264,19.0,0.0,30.0
1549562,2017-06-28,493-1264,19.0,0.0,45.0
1549783,2017-06-28,493-1264,19.0,1.0,0.0
1550004,2017-06-28,493-1264,19.0,1.0,15.0
1550225,2017-06-28,493-1264,19.0,1.0,30.0
1550446,2017-06-28,493-1264,19.0,1.0,45.0
1550667,2017-06-28,493-1264,18.0,2.0,0.0
1550888,2017-06-28,493-1264,18.0,2.0,15.0
1551109,2017-06-28,493-1264,18.0,2.0,30.0
1551330,2017-06-28,493-1264,17.0,2.0,45.0
1551551,2017-06-28,493-1264,17.0,3.0,0.0
1551772,2017-06-28,493-1264,17.0,3.0,15.0
1551993,2017-06-28,493-1264,17.0,3.0,30.0
1552214,2017-06-28,493-1264,17.0,3.0,45.0
1552435,2017-06-28,493-1264,17.0,4.0,0.0
1552656,2017-06-28,493-1264,17.0,4.0,15.0
1552877,2017-06-28,493-1264,17.0,4.0,30.0
1553098,2017-06-28,493-1264,17.0,4.0,45.0
1553319,2017-06-28,493-1264,17.0,5.0,0.0
1553540,2017-06-28,493-1264,18.0,5.0,15.0
1553761,2017-06-28,493-1264,18.0,5.0,30.0
1553982,2017-06-28,493-1264,18.0,5.0,45.0
1554203,2017-06-28,493-1264,18.0,6.0,0.0
1554424,2017-06-28,493-1264,17.0,6.0,15.0
1554645,2017-06-28,493-1264,17.0,6.0,30.0
1554866,2017-06-28,493-1264,18.0,6.0,45.0
1555087,2017-06-28,493-1264,19.0,7.0,0.0
1555308,2017-06-28,493-1264,19.0,7.0,15.0
1555529,2017-06-28,493-1264,20.0,7.0,30.0
1555750,2017-06-28,493-1264,20.0,7.0,45.0
1555971,2017-06-28,493-1264,22.0,8.0,0.0
1556192,2017-06-28,493-1264,22.0,8.0,15.0
1556413,2017-06-28,493-1264,22.0,8.0,30.0
1556634,2017-06-28,493-1264,22.0,8.0,45.0
1556855,2017-06-28,493-1264,23.0,9.0,0.0
1557076,2017-06-28,493-1264,23.0,9.0,15.0
1557297,2017-06-28,493-1264,23.0,9.0,30.0
1557518,2017-06-28,493-1264,23.0,9.0,45.0
1557739,2017-06-28,493-1264,23.0,10.0,0.0
1557960,2017-06-28,493-1264,23.0,10.0,15.0
1558181,2017-06-28,493-1264,24.0,10.0,30.0
1558402,2017-06-28,493-1264,23.0,10.0,45.0
1558623,2017-06-28,493-1264,23.0,11.0,0.0
1558844,2017-06-28,493-1264,23.0,11.0,15.0
1559065,2017-06-28,493-1264,23.0,11.0,30.0
1559286,2017-06-28,493-1264,23.0,11.0,45.0
1559507,2017-06-28,493-1264,24.0,12.0,0.0
1559728,2017-06-28,493-1264,23.0,12.0,15.0
1559949,2017-06-28,493-1264,23.0,12.0,30.0
1560170,2017-06-28,493-1264,23.0,12.0,45.0
1560391,2017-06-28,493-1264,23.0,13.0,0.0
1560612,2017-06-28,493-1264,23.0,13.0,15.0
1560833,2017-06-28,493-1264,23.0,13.0,30.0
1561054,2017-06-28,493-1264,24.0,13.0,45.0
1561275,2017-06-28,493-1264,23.0,14.0,0.0
1561496,2017-06-28,493-1264,25.0,14.0,15.0
1561717,2017-06-28,493-1264,24.0,14.0,30.0
1561938,2017-06-28,493-1264,25.0,14.0,45.0
1562159,2017-06-28,493-1264,25.0,15.0,0.0
1562380,2017-06-28,493-1264,26.0,15.0,15.0
1562601,2017-06-28,493-1264,26.0,15.0,30.0
1562822,2017-06-28,493-1264,26.0,15.0,45.0
1563043,2017-06-28,493-1264,27.0,16.0,0.0
1563264,2017-06-28,493-1264,27.0,16.0,15.0
1563485,2017-06-28,493-1264,28.0,16.0,30.0
1563706,2017-06-28,493-1264,28.0,16.0,45.0
1563927,2017-06-28,493-1264,29.0,17.0,0.0
1564148,2017-06-28,493-1264,29.0,17.0,15.0
1564369,2017-06-28,493-1264,28.0,17.0,30.0
1564590,2017-06-28,493-1264,28.0,17.0,45.0
1564811,2017-06-28,493-1264,27.0,18.0,0.0
1565032,2017-06-28,493-1264,28.0,18.0,15.0
1565253,2017-06-28,493-1264,27.0,18.0,30.0
1565474,2017-06-28,493-1264,27.0,18.0,45.0
1565695,2017-06-28,493-1264,27.0,19.0,0.0
1565916,2017-06-28,493-1264,27.0,19.0,15.0
1566137,2017-06-28,493-1264,27.0,19.0,30.0
1566358,2017-06-28,493-1264,27.0,19.0,45.0
1566579,2017-06-28,493-1264,26.0,20.0,0.0
1566800,2017-06-28,493-1264,26.0,20.0,15.0
1567021,2017-06-28,493-1264,26.0,20.0,30.0
1567242,2017-06-28,493-1264,24.0,20.0,45.0
1567463,2017-06-28,493-1264,24.0,21.0,0.0
1567684,2017-06-28,493-1264,24.0,21.0,15.0
1567905,2017-06-28,493-1264,24.0,21.0,30.0
1568126,2017-06-28,493-1264,24.0,21.0,45.0
1568347,2017-06-28,493-1264,23.0,22.0,0.0
1568568,2017-06-28,493-1264,23.0,22.0,15.0
1568789,2017-06-28,493-1264,23.0,22.0,30.0
1569010,2017-06-28,493-1264,22.0,22.0,45.0
1569231,2017-06-28,493-1264,22.0,23.0,0.0
1569452,2017-06-28,493-1264,23.0,23.0,15.0
1569673,2017-06-28,493-1264,23.0,23.0,30.0
1569894,2017-06-28,493-1264,22.0,23.0,45.0
1570115,2017-06-29,493-1264,22.0,0.0,0.0
1570336,2017-06-29,493-1264,22.0,0.0,15.0
1570557,2017-06-29,493-1264,22.0,0.0,30.0
1570778,2017-06-29,493-1264,22.0,0.0,45.0
1570999,2017-06-29,493-1264,22.0,1.0,0.0
1571220,2017-06-29,493-1264,20.0,1.0,15.0
1571441,2017-06-29,493-1264,20.0,1.0,30.0
1571662,2017-06-29,493-1264,20.0,1.0,45.0
1571883,2017-06-29,493-1264,20.0,2.0,0.0
1572104,2017-06-29,493-1264,20.0,2.0,15.0
1572325,2017-06-29,493-1264,20.0,2.0,30.0
1572546,2017-06-29,493-1264,20.0,2.0,45.0
1572767,2017-06-29,493-1264,20.0,3.0,0.0
1572988,2017-06-29,493-1264,20.0,3.0,15.0
1573209,2017-06-29,493-1264,18.0,3.0,30.0
1573430,2017-06-29,493-1264,18.0,3.0,45.0
1573651,2017-06-29,493-1264,17.0,4.0,0.0
1573872,2017-06-29,493-1264,17.0,4.0,15.0
1574093,2017-06-29,493-1264,17.0,4.0,30.0
1574314,2017-06-29,493-1264,17.0,4.0,45.0
1574535,2017-06-29,493-1264,17.0,5.0,0.0
1574756,2017-06-29,493-1264,18.0,5.0,15.0
1574977,2017-06-29,493-1264,18.0,5.0,30.0
1575198,2017-06-29,493-1264,18.0,5.0,45.0
1575419,2017-06-29,493-1264,18.0,6.0,0.0
1575640,2017-06-29,493-1264,17.0,6.0,15.0
1575861,2017-06-29,493-1264,18.0,6.0,30.0
1576082,2017-06-29,493-1264,19.0,6.0,45.0
1576303,2017-06-29,493-1264,19.0,7.0,0.0
1576524,2017-06-29,493-1264,19.0,7.0,15.0
1576745,2017-06-29,493-1264,21.0,7.0,30.0
1576966,2017-06-29,493-1264,21.0,7.0,45.0
1577187,2017-06-29,493-1264,21.0,8.0,0.0
1577408,2017-06-29,493-1264,23.0,8.0,15.0
1577629,2017-06-29,493-1264,22.0,8.0,30.0
1577850,2017-06-29,493-1264,22.0,8.0,45.0
1578071,2017-06-29,493-1264,22.0,9.0,0.0
1578292,2017-06-29,493-1264,22.0,9.0,15.0
1578513,2017-06-29,493-1264,22.0,9.0,30.0
1578734,2017-06-29,493-1264,23.0,9.0,45.0
1578955,2017-06-29,493-1264,25.0,10.0,0.0
1579176,2017-06-29,493-1264,25.0,10.0,15.0
1579397,2017-06-29,493-1264,25.0,10.0,30.0
1579618,2017-06-29,493-1264,25.0,10.0,45.0
1579839,2017-06-29,493-1264,25.0,11.0,0.0
1580060,2017-06-29,493-1264,25.0,11.0,15.0
1580281,2017-06-29,493-1264,24.0,11.0,30.0
1580502,2017-06-29,493-1264,24.0,11.0,45.0
1580723,2017-06-29,493-1264,24.0,12.0,0.0
1580944,2017-06-29,493-1264,25.0,12.0,15.0
1581165,2017-06-29,493-1264,25.0,12.0,30.0
1581386,2017-06-29,493-1264,24.0,12.0,45.0
1581607,2017-06-29,493-1264,24.0,13.0,0.0
1581828,2017-06-29,493-1264,25.0,13.0,15.0
1582049,2017-06-29,493-1264,24.0,13.0,30.0
1582270,2017-06-29,493-1264,25.0,13.0,45.0
1582491,2017-06-29,493-1264,25.0,14.0,0.0
1582712,2017-06-29,493-1264,24.0,14.0,15.0
1582933,2017-06-29,493-1264,24.0,14.0,30.0
1583154,2017-06-29,493-1264,25.0,14.0,45.0
1583375,2017-06-29,493-1264,25.0,15.0,0.0
1583596,2017-06-29,493-1264,25.0,15.0,15.0
1583817,2017-06-29,493-1264,26.0,15.0,30.0
1584038,2017-06-29,493-1264,26.0,15.0,45.0
1584259,2017-06-29,493-1264,26.0,16.0,0.0
1584480,2017-06-29,493-1264,26.0,16.0,15.0
1584701,2017-06-29,493-1264,26.0,16.0,30.0
1584922,2017-06-29,493-1264,27.0,16.0,45.0
1585143,2017-06-29,493-1264,27.0,17.0,0.0
1585364,2017-06-29,493-1264,28.0,17.0,15.0
1585585,2017-06-29,493-1264,28.0,17.0,30.0
1585806,2017-06-29,493-1264,27.0,17.0,45.0
1586027,2017-06-29,493-1264,27.0,18.0,0.0
